route_num_1,route_num_2,stop_id,pattern_id_1,pattern_id_2
"26","131","0","20026063","21131102"
"26","131","0","20026063","21131102"
"28","131","0","20028522","21131100"
"28","131","0","20028522","21131100"
"28","131","0","20028522","21131100"
"28","131","0","20028522","21131100"
"26","132","0","20026063","21132380"
"26","132","0","20026063","21132380"
"26","132","0","20026063","21132380"
"26","132","0","20026063","21132380"
"28","132","0","20028522","21132380"
"28","132","0","20028522","21132380"
"28","132","0","20028522","21132380"
"28","132","0","20028522","21132380"
"139","139","0","21139009","10139007"
"139","139","0","21139009","10139007"
"139","139","0","21139009","10139007"
"139","139","0","21139009","10139007"
"1","14","0","20001037","21014605"
"1","14","0","20001037","21014605"
"1","14","0","20001037","21014607"
"1","14","0","20001037","21014607"
"1","14","0","20001037","21014605"
"1","14","0","20001037","21014605"
"1","14","0","20001037","21014607"
"1","14","0","20001037","21014607"
"107","148","46440","21107015","21148008"
"107","148","46440","21107015","21148008"
"107","148","46440","21107015","21148008"
"107","148","46440","21107015","21148008"
"183","153","0","10183030","10153018"
"183","153","0","10183030","10153018"
"183","153","0","10183030","10153018"
"183","153","0","10183030","10153018"
"164","164","58144","30164022","41164020"
"164","164","58144","30164022","41164020"
"164","164","58144","30164022","41164020"
"164","164","58144","30164022","41164020"
"168","164","57451","30168033","41164020"
"168","164","57451","30168033","41164020"
"168","164","57451","30168033","41164020"
"168","164","57451","30168033","41164020"
"169","166","57457","20169021","11166051"
"169","166","57457","20169021","11166051"
"169","166","57457","20169021","11166052"
"169","166","57457","20169021","11166052"
"169","166","57457","20169021","11166051"
"169","166","57457","20169021","11166051"
"169","166","57457","20169021","11166052"
"169","166","57457","20169021","11166052"
"168","166","57457","30168034","11166051"
"168","166","57457","30168034","11166051"
"168","166","57457","30168034","11166052"
"168","166","57457","30168034","11166052"
"168","166","57457","30168034","11166051"
"168","166","57457","30168034","11166051"
"168","166","57457","30168034","11166052"
"168","166","57457","30168034","11166052"
"166","168","57451","20166055","41168032"
"166","168","57451","20166055","41168032"
"166","168","57451","20166056","41168032"
"166","168","57451","20166056","41168032"
"166","168","57451","20166055","41168032"
"166","168","57451","20166055","41168032"
"166","168","57451","20166056","41168032"
"166","168","57451","20166056","41168032"
"164","168","58144","30164022","41168032"
"164","168","58144","30164022","41168032"
"164","168","58144","30164022","41168032"
"164","168","58144","30164022","41168032"
"168","168","57451","30168033","41168032"
"168","168","57451","30168033","41168032"
"168","168","57451","30168033","41168032"
"168","168","57451","30168033","41168032"
"166","169","57452","20166053","11169019"
"166","169","57452","20166053","11169019"
"166","169","57452","20166054","11169019"
"166","169","57452","20166054","11169019"
"166","169","57452","20166053","11169019"
"166","169","57452","20166053","11169019"
"166","169","57452","20166054","11169019"
"166","169","57452","20166054","11169019"
"182","182","0","10182009","21182008"
"182","182","0","10182009","21182008"
"182","182","0","21182008","10182009"
"182","182","0","21182008","10182009"
"182","182","0","10182009","21182008"
"182","182","0","10182009","21182008"
"182","182","0","21182008","10182009"
"182","182","0","21182008","10182009"
"187","182","61330","10187008","21182008"
"187","182","61330","10187008","21182008"
"187","182","61330","10187008","21182008"
"187","182","61330","10187008","21182008"
"164","183","57459","30164026","21183032"
"164","183","57459","30164026","21183032"
"164","183","57459","30164026","21183032"
"164","183","57459","30164026","21183032"
"153","183","0","21153016","21183032"
"153","183","0","21153016","21183032"
"153","183","0","21153016","21183033"
"153","183","0","21153016","21183033"
"153","183","0","21153016","21183032"
"153","183","0","21153016","21183032"
"153","183","0","21153016","21183033"
"153","183","0","21153016","21183033"
"186","186","0","41186009","30186011"
"186","186","0","41186009","30186011"
"186","186","0","41186009","30186011"
"186","186","0","41186009","30186011"
"182","187","60634","10182009","21187013"
"182","187","60634","10182009","21187013"
"182","187","60634","10182009","21187013"
"182","187","60634","10182009","21187013"
"187","187","0","10187010","21187012"
"187","187","0","10187010","21187012"
"187","187","0","21187012","10187008"
"187","187","0","21187012","10187008"
"187","187","0","21187012","10187010"
"187","187","0","21187012","10187010"
"187","187","0","21187013","10187008"
"187","187","0","21187013","10187008"
"187","187","0","21187013","10187010"
"187","187","0","21187013","10187010"
"187","187","0","10187010","21187012"
"187","187","0","10187010","21187012"
"187","187","0","21187012","10187008"
"187","187","0","21187012","10187008"
"187","187","0","21187012","10187010"
"187","187","0","21187012","10187010"
"187","187","0","21187013","10187008"
"187","187","0","21187013","10187008"
"187","187","0","21187013","10187010"
"187","187","0","21187013","10187010"
"124","19","0","10124042","11019023"
"124","19","0","10124042","11019023"
"124","19","0","10124042","11019023"
"124","19","0","10124042","11019023"
"4","2","2220","21004568","21002559"
"4","2","2220","21004568","21002559"
"4","2","2220","21004568","21002559"
"4","2","2220","21004568","21002559"
"13","2","2220","20013020","21002559"
"13","2","2220","20013020","21002559"
"13","2","2220","20013020","21002559"
"13","2","2220","20013020","21002559"
"200","200","0","21200023","10200022"
"200","200","0","21200023","10200022"
"200","200","0","21200023","10200022"
"200","200","0","21200023","10200022"
"202","202","0","21202083","10202061"
"202","202","0","21202083","10202061"
"202","202","0","21202084","10202061"
"202","202","0","21202084","10202061"
"202","202","0","21202083","10202061"
"202","202","0","21202083","10202061"
"202","202","0","21202084","10202061"
"202","202","0","21202084","10202061"
"204","203","0","10204013","41203033"
"204","203","0","10204013","41203033"
"204","203","0","10204017","41203033"
"204","203","0","10204017","41203033"
"204","203","0","10204017","41203034"
"204","203","0","10204017","41203034"
"204","203","0","10204013","41203033"
"204","203","0","10204013","41203033"
"204","203","0","10204017","41203033"
"204","203","0","10204017","41203033"
"204","203","0","10204017","41203034"
"204","203","0","10204017","41203034"
"203","203","0","41203031","30203036"
"203","203","0","41203031","30203036"
"203","203","0","41203031","30203037"
"203","203","0","41203031","30203037"
"203","203","0","41203033","30203001"
"203","203","0","41203033","30203001"
"203","203","0","41203033","30203037"
"203","203","0","41203033","30203037"
"203","203","0","41203034","30203036"
"203","203","0","41203034","30203036"
"203","203","0","41203035","30203036"
"203","203","0","41203035","30203036"
"203","203","0","41203035","30203037"
"203","203","0","41203035","30203037"
"203","203","0","41203031","30203036"
"203","203","0","41203031","30203036"
"203","203","0","41203031","30203037"
"203","203","0","41203031","30203037"
"203","203","0","41203033","30203001"
"203","203","0","41203033","30203001"
"203","203","0","41203033","30203037"
"203","203","0","41203033","30203037"
"203","203","0","41203034","30203036"
"203","203","0","41203034","30203036"
"203","203","0","41203035","30203036"
"203","203","0","41203035","30203036"
"203","203","0","41203035","30203037"
"203","203","0","41203035","30203037"
"213","204","0","30213012","21204015"
"213","204","0","30213012","21204015"
"213","204","0","30213014","21204015"
"213","204","0","30213014","21204015"
"213","204","0","30213012","21204015"
"213","204","0","30213012","21204015"
"213","204","0","30213014","21204015"
"213","204","0","30213014","21204015"
"203","204","0","30203001","21204015"
"203","204","0","30203001","21204015"
"203","204","0","30203037","21204015"
"203","204","0","30203037","21204015"
"203","204","0","30203037","21204016"
"203","204","0","30203037","21204016"
"203","204","0","30203001","21204015"
"203","204","0","30203001","21204015"
"203","204","0","30203037","21204015"
"203","204","0","30203037","21204015"
"203","204","0","30203037","21204016"
"203","204","0","30203037","21204016"
"5","21","7430","20005154","21021374"
"5","21","7430","20005154","21021374"
"5","21","7430","20005154","21021375"
"5","21","7430","20005154","21021375"
"5","21","7430","20005154","21021374"
"5","21","7430","20005154","21021374"
"5","21","7430","20005154","21021375"
"5","21","7430","20005154","21021375"
"213","213","0","41213013","30213012"
"213","213","0","41213013","30213012"
"213","213","0","41213013","30213014"
"213","213","0","41213013","30213014"
"213","213","0","41213013","30213012"
"213","213","0","41213013","30213012"
"213","213","0","41213013","30213014"
"213","213","0","41213013","30213014"
"204","213","0","10204013","41213013"
"204","213","0","10204013","41213013"
"204","213","0","10204017","41213013"
"204","213","0","10204017","41213013"
"204","213","0","10204013","41213013"
"204","213","0","10204013","41213013"
"204","213","0","10204017","41213013"
"204","213","0","10204017","41213013"
"22","22","22264","21022098","10022096"
"22","22","22264","21022098","10022096"
"22","22","22264","21022098","10022097"
"22","22","22264","21022098","10022097"
"22","22","22264","21022098","10022096"
"22","22","22264","21022098","10022096"
"22","22","22264","21022098","10022097"
"22","22","22264","21022098","10022097"
"221","221","0","10221088","21221090"
"221","221","0","10221088","21221090"
"221","221","0","10221088","21221090"
"221","221","0","10221088","21221090"
"232","232","0","30232098","41232105"
"232","232","0","30232098","41232105"
"232","232","0","30232098","41232106"
"232","232","0","30232098","41232106"
"232","232","0","30232099","41232104"
"232","232","0","30232099","41232104"
"232","232","0","30232098","41232105"
"232","232","0","30232098","41232105"
"232","232","0","30232098","41232106"
"232","232","0","30232098","41232106"
"232","232","0","30232099","41232104"
"232","232","0","30232099","41232104"
"238","236","72190","20238061","11236059"
"238","236","72190","20238061","11236059"
"238","236","72190","20238061","11236059"
"238","236","72190","20238061","11236059"
"236","238","74390","20236060","11238060"
"236","238","74390","20236060","11238060"
"236","238","74390","20236060","11238060"
"236","238","74390","20236060","11238060"
"124","24","0","10124042","11024097"
"124","24","0","10124042","11024097"
"124","24","0","10124042","11024099"
"124","24","0","10124042","11024099"
"124","24","0","10124042","11024097"
"124","24","0","10124042","11024097"
"124","24","0","10124042","11024099"
"124","24","0","10124042","11024099"
"25","25","0","20025073","11025070"
"25","25","0","20025073","11025070"
"25","25","0","20025073","11025072"
"25","25","0","20025073","11025072"
"25","25","0","20025074","11025070"
"25","25","0","20025074","11025070"
"25","25","0","20025073","11025070"
"25","25","0","20025073","11025070"
"25","25","0","20025073","11025072"
"25","25","0","20025073","11025072"
"25","25","0","20025074","11025070"
"25","25","0","20025074","11025070"
"131","26","30635","10131101","11026060"
"131","26","30635","10131101","11026060"
"131","26","30635","10131103","11026060"
"131","26","30635","10131103","11026060"
"131","26","30635","10131101","11026060"
"131","26","30635","10131101","11026060"
"131","26","30635","10131103","11026060"
"131","26","30635","10131103","11026060"
"132","26","30635","10132383","11026060"
"132","26","30635","10132383","11026060"
"132","26","30635","10132383","11026060"
"132","26","30635","10132383","11026060"
"33","27","0","20033056","21027027"
"33","27","0","20033056","21027027"
"33","27","0","20033057","21027027"
"33","27","0","20033057","21027027"
"33","27","0","20033056","21027027"
"33","27","0","20033056","21027027"
"33","27","0","20033057","21027027"
"33","27","0","20033057","21027027"
"131","28","30635","10131103","11028519"
"131","28","30635","10131103","11028519"
"131","28","30635","10131103","11028519"
"131","28","30635","10131103","11028519"
"132","28","30635","10132383","11028519"
"132","28","30635","10132383","11028519"
"132","28","30635","10132383","11028519"
"132","28","30635","10132383","11028519"
"280","280","0","21280035","10280032"
"280","280","0","21280035","10280032"
"280","280","0","21280036","10280033"
"280","280","0","21280036","10280033"
"280","280","0","21280035","10280032"
"280","280","0","21280035","10280032"
"280","280","0","21280036","10280033"
"280","280","0","21280036","10280033"
"4","3","12880","10004557","10003558"
"4","3","12880","10004557","10003558"
"4","3","2220","21004567","21003564"
"4","3","2220","21004567","21003564"
"4","3","2220","21004568","21003564"
"4","3","2220","21004568","21003564"
"4","3","2220","21004568","21003566"
"4","3","2220","21004568","21003566"
"4","3","12880","10004557","10003558"
"4","3","12880","10004557","10003558"
"4","3","2220","21004567","21003564"
"4","3","2220","21004567","21003564"
"4","3","2220","21004568","21003564"
"4","3","2220","21004568","21003564"
"4","3","2220","21004568","21003566"
"4","3","2220","21004568","21003566"
"13","3","2220","20013020","21003564"
"13","3","2220","20013020","21003564"
"13","3","2220","20013020","21003564"
"13","3","2220","20013020","21003564"
"2","3","2220","21002561","21003564"
"2","3","2220","21002561","21003564"
"2","3","2220","21002561","21003564"
"2","3","2220","21002561","21003564"
"30","30","0","20030023","11030020"
"30","30","0","20030023","11030020"
"30","30","0","20030023","11030022"
"30","30","0","20030023","11030022"
"30","30","0","11030020","20030021"
"30","30","0","11030020","20030021"
"30","30","0","20030023","11030020"
"30","30","0","20030023","11030020"
"30","30","0","20030023","11030022"
"30","30","0","20030023","11030022"
"30","30","0","11030020","20030021"
"30","30","0","11030020","20030021"
"301","301","0","11301125","20301135"
"301","301","0","11301125","20301135"
"301","301","0","11301130","20301134"
"301","301","0","11301130","20301134"
"301","301","0","11301131","20301134"
"301","301","0","11301131","20301134"
"301","301","0","11301125","20301135"
"301","301","0","11301125","20301135"
"301","301","0","11301130","20301134"
"301","301","0","11301130","20301134"
"301","301","0","11301131","20301134"
"301","301","0","11301131","20301134"
"65","31","10005","20065082","31031046"
"65","31","10005","20065082","31031046"
"65","31","10005","20065082","31031046"
"65","31","10005","20065082","31031046"
"75","31","9976","20075156","31031046"
"75","31","9976","20075156","31031046"
"75","31","9976","20075166","31031046"
"75","31","9976","20075166","31031046"
"75","31","9976","20075156","31031046"
"75","31","9976","20075156","31031046"
"75","31","9976","20075166","31031046"
"75","31","9976","20075166","31031046"
"65","32","10005","20065082","21032115"
"65","32","10005","20065082","21032115"
"65","32","10005","20065082","21032121"
"65","32","10005","20065082","21032121"
"65","32","10005","20065082","21032115"
"65","32","10005","20065082","21032115"
"65","32","10005","20065082","21032121"
"65","32","10005","20065082","21032121"
"75","32","9976","20075156","21032115"
"75","32","9976","20075156","21032115"
"75","32","9976","20075160","21032115"
"75","32","9976","20075160","21032115"
"75","32","9976","20075166","21032115"
"75","32","9976","20075166","21032115"
"75","32","9976","20075156","21032115"
"75","32","9976","20075156","21032115"
"75","32","9976","20075160","21032115"
"75","32","9976","20075160","21032115"
"75","32","9976","20075166","21032115"
"75","32","9976","20075166","21032115"
"27","33","1370","10027026","11033052"
"27","33","1370","10027026","11033052"
"27","33","1370","10027026","11033054"
"27","33","1370","10027026","11033054"
"27","33","1370","10027026","11033052"
"27","33","1370","10027026","11033052"
"27","33","1370","10027026","11033054"
"27","33","1370","10027026","11033054"
"330","330","0","40330006","31330005"
"330","330","0","40330006","31330005"
"330","330","0","40330006","31330005"
"330","330","0","40330006","31330005"
"345","331","75460","11345006","41331025"
"345","331","75460","11345006","41331025"
"345","331","75460","11345006","41331026"
"345","331","75460","11345006","41331026"
"345","331","75460","11345014","41331023"
"345","331","75460","11345014","41331023"
"345","331","75460","11345006","41331025"
"345","331","75460","11345006","41331025"
"345","331","75460","11345006","41331026"
"345","331","75460","11345006","41331026"
"345","331","75460","11345014","41331023"
"345","331","75460","11345014","41331023"
"348","345","38962","20348006","11345006"
"348","345","38962","20348006","11345006"
"348","345","38962","20348006","11345014"
"348","345","38962","20348006","11345014"
"348","345","38962","20348006","11345006"
"348","345","38962","20348006","11345006"
"348","345","38962","20348006","11345014"
"348","345","38962","20348006","11345014"
"331","345","5489","30331014","20345005"
"331","345","5489","30331014","20345005"
"331","345","5489","30331015","20345005"
"331","345","5489","30331015","20345005"
"331","345","6940","30331020","20345015"
"331","345","6940","30331020","20345015"
"331","345","5489","30331014","20345005"
"331","345","5489","30331014","20345005"
"331","345","5489","30331015","20345005"
"331","345","5489","30331015","20345005"
"331","345","6940","30331020","20345015"
"331","345","6940","30331020","20345015"
"348","346","38962","20348006","11346009"
"348","346","38962","20348006","11346009"
"348","346","38962","20348006","11346009"
"348","346","38962","20348006","11346009"
"347","346","38962","20347011","11346009"
"347","346","38962","20347011","11346009"
"347","346","38962","20347011","11346009"
"347","346","38962","20347011","11346009"
"346","347","17010","20346008","11347009"
"346","347","17010","20346008","11347009"
"346","347","17010","20346008","11347009"
"346","347","17010","20346008","11347009"
"348","348","0","11348005","20348006"
"348","348","0","11348005","20348006"
"348","348","0","11348005","20348006"
"348","348","0","11348005","20348006"
"345","348","17010","20345005","11348005"
"345","348","17010","20345005","11348005"
"345","348","17010","20345015","11348005"
"345","348","17010","20345015","11348005"
"345","348","17010","20345005","11348005"
"345","348","17010","20345005","11348005"
"345","348","17010","20345015","11348005"
"345","348","17010","20345015","11348005"
"4","36","2220","21004569","21036404"
"4","36","2220","21004569","21036404"
"4","36","2220","21004569","21036404"
"4","36","2220","21004569","21036404"
"3","4","12880","10003557","10004560"
"3","4","12880","10003557","10004560"
"3","4","12880","10003559","10004559"
"3","4","12880","10003559","10004559"
"3","4","12880","10003559","10004560"
"3","4","12880","10003559","10004560"
"3","4","2220","21003567","21004565"
"3","4","2220","21003567","21004565"
"3","4","2220","21003570","21004565"
"3","4","2220","21003570","21004565"
"3","4","12880","10003557","10004560"
"3","4","12880","10003557","10004560"
"3","4","12880","10003559","10004559"
"3","4","12880","10003559","10004559"
"3","4","12880","10003559","10004560"
"3","4","12880","10003559","10004560"
"3","4","2220","21003567","21004565"
"3","4","2220","21003567","21004565"
"3","4","2220","21003570","21004565"
"3","4","2220","21003570","21004565"
"13","4","2220","20013020","21004565"
"13","4","2220","20013020","21004565"
"13","4","2220","20013020","21004565"
"13","4","2220","20013020","21004565"
"44","43","10911","20044006","20043033"
"44","43","10911","20044006","20043033"
"44","43","10911","20044006","20043038"
"44","43","10911","20044006","20043038"
"44","43","10911","20044006","20043050"
"44","43","10911","20044006","20043050"
"44","43","10911","20044009","20043030"
"44","43","10911","20044009","20043030"
"44","43","10911","20044006","20043033"
"44","43","10911","20044006","20043033"
"44","43","10911","20044006","20043038"
"44","43","10911","20044006","20043038"
"44","43","10911","20044006","20043050"
"44","43","10911","20044006","20043050"
"44","43","10911","20044009","20043030"
"44","43","10911","20044009","20043030"
"43","44","25751","11043043","11044011"
"43","44","25751","11043043","11044011"
"43","44","25751","11043048","11044011"
"43","44","25751","11043048","11044011"
"43","44","25751","11043043","11044011"
"43","44","25751","11043043","11044011"
"43","44","25751","11043048","11044011"
"43","44","25751","11043048","11044011"
"47","47","0","20047008","11047005"
"47","47","0","20047008","11047005"
"47","47","0","20047008","11047005"
"47","47","0","20047008","11047005"
"21","5","0","10021372","11005153"
"21","5","0","10021372","11005153"
"21","5","0","10021372","11005153"
"21","5","0","10021372","11005153"
"5","5","0","11005153","20005154"
"5","5","0","11005153","20005154"
"5","5","0","11005153","20005154"
"5","5","0","11005153","20005154"
"540","540","75405","30540523","41540521"
"540","540","75405","30540523","41540521"
"540","540","0","41540520","30540524"
"540","540","0","41540520","30540524"
"540","540","75405","30540523","41540521"
"540","540","75405","30540523","41540521"
"540","540","0","41540520","30540524"
"540","540","0","41540520","30540524"
"161","601","0","10161012","20601006"
"161","601","0","10161012","20601006"
"161","601","0","10161012","20601006"
"161","601","0","10161012","20601006"
"158","601","0","10158015","20601006"
"158","601","0","10158015","20601006"
"158","601","0","10158015","20601006"
"158","601","0","10158015","20601006"
"179","601","675","10179035","20601006"
"179","601","675","10179035","20601006"
"179","601","675","10179035","20601006"
"179","601","675","10179035","20601006"
"192","601","0","10192049","20601006"
"192","601","0","10192049","20601006"
"192","601","0","10192049","20601006"
"192","601","0","10192049","20601006"
"29","62","0","11029011","20062022"
"29","62","0","11029011","20062022"
"29","62","0","11029011","20062022"
"29","62","0","11029011","20062022"
"32","65","26368","10032119","11065079"
"32","65","26368","10032119","11065079"
"32","65","26368","10032119","11065079"
"32","65","26368","10032119","11065079"
"31","65","26368","40031043","11065079"
"31","65","26368","40031043","11065079"
"31","65","26368","40031044","11065079"
"31","65","26368","40031044","11065079"
"31","65","26368","40031045","11065079"
"31","65","26368","40031045","11065079"
"31","65","26368","40031043","11065079"
"31","65","26368","40031043","11065079"
"31","65","26368","40031044","11065079"
"31","65","26368","40031044","11065079"
"31","65","26368","40031045","11065079"
"31","65","26368","40031045","11065079"
"67","66","35295","11067061","20066118"
"67","66","35295","11067061","20066118"
"67","66","35295","11067062","20066118"
"67","66","35295","11067062","20066118"
"67","66","35295","11067061","20066118"
"67","66","35295","11067061","20066118"
"67","66","35295","11067062","20066118"
"67","66","35295","11067062","20066118"
"66","67","35295","11066113","20067065"
"66","67","35295","11066113","20067065"
"66","67","35295","11066113","20067067"
"66","67","35295","11066113","20067067"
"66","67","35295","11066114","20067065"
"66","67","35295","11066114","20067065"
"66","67","35295","11066114","20067067"
"66","67","35295","11066114","20067067"
"66","67","35295","11066113","20067065"
"66","67","35295","11066113","20067065"
"66","67","35295","11066113","20067067"
"66","67","35295","11066113","20067067"
"66","67","35295","11066114","20067065"
"66","67","35295","11066114","20067065"
"66","67","35295","11066114","20067067"
"66","67","35295","11066114","20067067"
"68","67","0","20068069","11067062"
"68","67","0","20068069","11067062"
"68","67","0","20068085","11067062"
"68","67","0","20068085","11067062"
"68","67","0","20068069","11067062"
"68","67","0","20068069","11067062"
"68","67","0","20068085","11067062"
"68","67","0","20068085","11067062"
"67","68","9600","20067067","11068081"
"67","68","9600","20067067","11068081"
"67","68","9600","20067067","11068082"
"67","68","9600","20067067","11068082"
"67","68","9600","20067067","11068084"
"67","68","9600","20067067","11068084"
"67","68","9600","20067069","11068082"
"67","68","9600","20067069","11068082"
"67","68","9600","20067069","11068084"
"67","68","9600","20067069","11068084"
"67","68","9600","20067067","11068081"
"67","68","9600","20067067","11068081"
"67","68","9600","20067067","11068082"
"67","68","9600","20067067","11068082"
"67","68","9600","20067067","11068084"
"67","68","9600","20067067","11068084"
"67","68","9600","20067069","11068082"
"67","68","9600","20067069","11068082"
"67","68","9600","20067069","11068084"
"67","68","9600","20067069","11068084"
"49","7","1085","20049030","21007044"
"49","7","1085","20049030","21007044"
"49","7","1085","20049030","21007046"
"49","7","1085","20049030","21007046"
"49","7","1085","20049030","21007047"
"49","7","1085","20049030","21007047"
"49","7","1085","20049030","21007051"
"49","7","1085","20049030","21007051"
"49","7","1085","20049030","21007044"
